Chembl IDs	Drug generic name	Drug type	Target gene name	Target gene ID	Target type	Action type	Mechanism af action	Disease indication	Disease indication ID	Approval year	Genetically supported drugs	First genetic evidence reported		Genetic evidence 5y prior approval	Genetically discovered drugs	Drug trade names
CHEMBL1346	DARIFENACIN	Small molecule	CHRM2	ENSG00000181072	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M2 antagonist	Urinary Incontinence	HP_0000020	2004						
CHEMBL3707226	DEFIBROTIDE SODIUM	Oligonucleotide	PLG	ENSG00000122194	single protein	ACTIVATOR	Plasminogen activator	Hepatic Veno-Occlusive Disease	MONDO_0019514	2016				Although it is oligonucleotide therapty the discovery was not driven by genetics		Defitelio
CHEMBL1201229	DEMECARIUM	Small molecule	ACHE	ENSG00000087085	single protein	INHIBITOR	Acetylcholinesterase inhibitor	Glaucoma	EFO_0000516	1959						
CHEMBL1237023	DENOSUMAB	Antibody	TNFSF11	ENSG00000120659	single protein	INHIBITOR	Tumor necrosis factor ligand superfamily member 11 inhibitor	Hypercalcemia	HP_0003072	2010						Prolia,Prolia, Ranmark Xgeva,Prolia, xgeva,Xgeva
CHEMBL1200515	DESERPIDINE	Small molecule	SLC18A2	ENSG00000165646	single protein	INHIBITOR	Synaptic vesicular amine transporter inhibitor	Hypertension	EFO_0000537	1957						Harmonyl
CHEMBL72	DESIPRAMINE	Small molecule	SLC6A2	ENSG00000103546	single protein	INHIBITOR	Norepinephrine transporter inhibitor	Depressive Disorder	MONDO_0002050	1964						
CHEMBL72	DESIPRAMINE	Small molecule	SLC6A2	ENSG00000103546	single protein	INHIBITOR	Norepinephrine transporter inhibitor	Unipolar Depression	EFO_0003761	1964						
CHEMBL1201662	DESIRUDIN	Protein	F2	ENSG00000180210	single protein	INHIBITOR	Thrombin inhibitor	Recurrent Thrombophlebitis	HP_0004419	2003						Iprivask
CHEMBL1614	DESLANOSIDE	Small molecule	ATP1A2	ENSG00000018625	protein complex group	INHIBITOR	Sodium/potassium-transporting ATPase inhibitor	Cardiovascular Disease	EFO_0000319	1982						Cedilanid-d
CHEMBL1614	DESLANOSIDE	Small molecule	ATP1A3	ENSG00000105409	protein complex group	INHIBITOR	Sodium/potassium-transporting ATPase inhibitor	Cardiovascular Disease	EFO_0000319	1982						Cedilanid-d
CHEMBL1614	DESLANOSIDE	Small molecule	ATP1A4	ENSG00000132681	protein complex group	INHIBITOR	Sodium/potassium-transporting ATPase inhibitor	Cardiovascular Disease	EFO_0000319	1982						Cedilanid-d
CHEMBL1614	DESLANOSIDE	Small molecule	ATP1A1	ENSG00000163399	protein complex group	INHIBITOR	Sodium/potassium-transporting ATPase inhibitor	Cardiovascular Disease	EFO_0000319	1982						Cedilanid-d
CHEMBL1172	DESLORATADINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Allergic Disease	MONDO_0005271	2001						Aerius,Clarinex,Desloratadine,Midetorin,Neoclarityn
CHEMBL1172	DESLORATADINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Allergic Rhinitis	EFO_0005854	2001						Aerius,Clarinex,Desloratadine,Midetorin,Neoclarityn
CHEMBL1172	DESLORATADINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Seasonal Allergic Rhinitis	EFO_0003956	2001						Aerius,Clarinex,Desloratadine,Midetorin,Neoclarityn
CHEMBL1172	DESLORATADINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Urticaria	EFO_0005531	2001						Aerius,Clarinex,Desloratadine,Midetorin,Neoclarityn
CHEMBL1118	DESVENLAFAXINE	Small molecule	SLC6A2	ENSG00000103546	single protein	INHIBITOR	Norepinephrine transporter inhibitor	Depressive Disorder	MONDO_0002050	2008						Desvenlafaxine,Khedezla,Pristiq
CHEMBL1118	DESVENLAFAXINE	Small molecule	SLC6A2	ENSG00000103546	single protein	INHIBITOR	Norepinephrine transporter inhibitor	Major Depressive Disorder	MONDO_0002009	2008						Desvenlafaxine,Khedezla,Pristiq
CHEMBL1118	DESVENLAFAXINE	Small molecule	SLC6A2	ENSG00000103546	single protein	INHIBITOR	Norepinephrine transporter inhibitor	Unipolar Depression	EFO_0003761	2008						Desvenlafaxine,Khedezla,Pristiq
CHEMBL1118	DESVENLAFAXINE	Small molecule	SLC6A4	ENSG00000108576	single protein	INHIBITOR	Serotonin transporter inhibitor	Depressive Disorder	MONDO_0002050	2008						Desvenlafaxine,Khedezla,Pristiq
CHEMBL1118	DESVENLAFAXINE	Small molecule	SLC6A4	ENSG00000108576	single protein	INHIBITOR	Serotonin transporter inhibitor	Major Depressive Disorder	MONDO_0002009	2008						Desvenlafaxine,Khedezla,Pristiq
CHEMBL1118	DESVENLAFAXINE	Small molecule	SLC6A4	ENSG00000108576	single protein	INHIBITOR	Serotonin transporter inhibitor	Unipolar Depression	EFO_0003761	2008						Desvenlafaxine,Khedezla,Pristiq
CHEMBL1201287	DEXBROMPHENIRAMINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Allergic Disease	MONDO_0005271	1963						
CHEMBL1201287	DEXBROMPHENIRAMINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Seasonal Allergic Rhinitis	EFO_0003956	1963						
CHEMBL1201353	DEXCHLORPHENIRAMINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Allergic Conjunctivitis	EFO_0007141	1981						
CHEMBL1201353	DEXCHLORPHENIRAMINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Allergic Disease	MONDO_0005271	1981						
CHEMBL1201353	DEXCHLORPHENIRAMINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Allergic Rhinitis	EFO_0005854	1981						
CHEMBL1201353	DEXCHLORPHENIRAMINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Angioedema	EFO_0005532	1981						
CHEMBL1201353	DEXCHLORPHENIRAMINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Rhinitis, Allergic, Perennial	EFO_1001417	1981						
CHEMBL1201353	DEXCHLORPHENIRAMINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Seasonal Allergic Rhinitis	EFO_0003956	1981						
CHEMBL1201353	DEXCHLORPHENIRAMINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Urticaria	EFO_0005531	1981						
CHEMBL1201353	DEXCHLORPHENIRAMINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Vasomotor Rhinitis	EFO_0007533	1981						
CHEMBL1201863	DEXLANSOPRAZOLE	Small molecule	ATP4A	ENSG00000105675	protein complex	INHIBITOR	Potassium-transporting ATPase inhibitor	Duodenal Ulcer	EFO_0004607	2009						Dexilant,Dexilant solutab,Kapidex
CHEMBL1201863	DEXLANSOPRAZOLE	Small molecule	ATP4A	ENSG00000105675	protein complex	INHIBITOR	Potassium-transporting ATPase inhibitor	Esophagitis	HP_0100633	2009						Dexilant,Dexilant solutab,Kapidex
CHEMBL1201863	DEXLANSOPRAZOLE	Small molecule	ATP4A	ENSG00000105675	protein complex	INHIBITOR	Potassium-transporting ATPase inhibitor	Gastric Ulcer	EFO_0009454	2009						Dexilant,Dexilant solutab,Kapidex
CHEMBL1201863	DEXLANSOPRAZOLE	Small molecule	ATP4A	ENSG00000105675	protein complex	INHIBITOR	Potassium-transporting ATPase inhibitor	Gastroesophageal Reflux Disease	EFO_0003948	2009						Dexilant,Dexilant solutab,Kapidex
CHEMBL1201863	DEXLANSOPRAZOLE	Small molecule	ATP4A	ENSG00000105675	protein complex	INHIBITOR	Potassium-transporting ATPase inhibitor	Peptic Ulcer	HP_0004398	2009						Dexilant,Dexilant solutab,Kapidex
CHEMBL827	DEXMETHYLPHENIDATE	Small molecule	SLC6A2	ENSG00000103546	single protein	INHIBITOR	Norepinephrine transporter inhibitor	Attention Deficit Hyperactivity Disorder	EFO_0003888	2021						
CHEMBL827	DEXMETHYLPHENIDATE	Small molecule	SLC6A3	ENSG00000142319	single protein	INHIBITOR	Dopamine transporter inhibitor	Attention Deficit Hyperactivity Disorder	EFO_0003888	2021						
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC6A2	ENSG00000103546	single protein	RELEASING AGENT	Norepinephrine transporter releasing agent	Arteriosclerosis Disorder	MONDO_0002277	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC6A2	ENSG00000103546	single protein	RELEASING AGENT	Norepinephrine transporter releasing agent	Attention Deficit Hyperactivity Disorder	EFO_0003888	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC6A2	ENSG00000103546	single protein	RELEASING AGENT	Norepinephrine transporter releasing agent	Drug Dependence	EFO_0003890	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC6A2	ENSG00000103546	single protein	RELEASING AGENT	Norepinephrine transporter releasing agent	Narcolepsy-Cataplexy Syndrome	MONDO_0016158	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC6A2	ENSG00000103546	single protein	RELEASING AGENT	Norepinephrine transporter releasing agent	Obesity	EFO_0001073	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC6A3	ENSG00000142319	single protein	RELEASING AGENT	Dopamine transporter releasing agent	Arteriosclerosis Disorder	MONDO_0002277	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC6A3	ENSG00000142319	single protein	RELEASING AGENT	Dopamine transporter releasing agent	Attention Deficit Hyperactivity Disorder	EFO_0003888	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC6A3	ENSG00000142319	single protein	RELEASING AGENT	Dopamine transporter releasing agent	Drug Dependence	EFO_0003890	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC6A3	ENSG00000142319	single protein	RELEASING AGENT	Dopamine transporter releasing agent	Narcolepsy-Cataplexy Syndrome	MONDO_0016158	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC6A3	ENSG00000142319	single protein	RELEASING AGENT	Dopamine transporter releasing agent	Obesity	EFO_0001073	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC18A2	ENSG00000165646	single protein	INHIBITOR	Synaptic vesicular amine transporter inhibitor	Arteriosclerosis Disorder	MONDO_0002277	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC18A2	ENSG00000165646	single protein	INHIBITOR	Synaptic vesicular amine transporter inhibitor	Attention Deficit Hyperactivity Disorder	EFO_0003888	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC18A2	ENSG00000165646	single protein	INHIBITOR	Synaptic vesicular amine transporter inhibitor	Drug Dependence	EFO_0003890	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC18A2	ENSG00000165646	single protein	INHIBITOR	Synaptic vesicular amine transporter inhibitor	Narcolepsy-Cataplexy Syndrome	MONDO_0016158	1955						Dexedrine,Dextrostat
CHEMBL612	DEXTROAMPHETAMINE	Small molecule	SLC18A2	ENSG00000165646	single protein	INHIBITOR	Synaptic vesicular amine transporter inhibitor	Obesity	EFO_0001073	1955						Dexedrine,Dextrostat
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	SIGMAR1	ENSG00000147955	single protein	AGONIST	Sigma opioid receptor agonist	Allergic Disease	MONDO_0005271	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	SIGMAR1	ENSG00000147955	single protein	AGONIST	Sigma opioid receptor agonist	Common Cold	EFO_0007214	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	SIGMAR1	ENSG00000147955	single protein	AGONIST	Sigma opioid receptor agonist	Cough	HP_0012735	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	SIGMAR1	ENSG00000147955	single protein	AGONIST	Sigma opioid receptor agonist	Fever	HP_0001945	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	SIGMAR1	ENSG00000147955	single protein	AGONIST	Sigma opioid receptor agonist	Headache	HP_0002315	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	SIGMAR1	ENSG00000147955	single protein	AGONIST	Sigma opioid receptor agonist	Nasal Congestion	HP_0001742	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	SIGMAR1	ENSG00000147955	single protein	AGONIST	Sigma opioid receptor agonist	Sinusitis	EFO_0007486	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	GRIN2A	ENSG00000183454	single protein	ANTAGONIST	Glutamate [NMDA] receptor subunit epsilon 1 antagonist	Allergic Disease	MONDO_0005271	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	GRIN2A	ENSG00000183454	single protein	ANTAGONIST	Glutamate [NMDA] receptor subunit epsilon 1 antagonist	Common Cold	EFO_0007214	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	GRIN2A	ENSG00000183454	single protein	ANTAGONIST	Glutamate [NMDA] receptor subunit epsilon 1 antagonist	Cough	HP_0012735	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	GRIN2A	ENSG00000183454	single protein	ANTAGONIST	Glutamate [NMDA] receptor subunit epsilon 1 antagonist	Fever	HP_0001945	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	GRIN2A	ENSG00000183454	single protein	ANTAGONIST	Glutamate [NMDA] receptor subunit epsilon 1 antagonist	Headache	HP_0002315	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	GRIN2A	ENSG00000183454	single protein	ANTAGONIST	Glutamate [NMDA] receptor subunit epsilon 1 antagonist	Nasal Congestion	HP_0001742	1982						
CHEMBL52440	DEXTROMETHORPHAN	Small molecule	GRIN2A	ENSG00000183454	single protein	ANTAGONIST	Glutamate [NMDA] receptor subunit epsilon 1 antagonist	Sinusitis	EFO_0007486	1982						
CHEMBL1685	DEZOCINE	Small molecule	OPRK1	ENSG00000082556	single protein	ANTAGONIST	Kappa opioid receptor antagonist	Pain	EFO_0003843	1989						Dalgan
CHEMBL1685	DEZOCINE	Small molecule	OPRM1	ENSG00000112038	single protein	PARTIAL AGONIST	Mu opioid receptor partial agonist	Pain	EFO_0003843	1989						Dalgan
CHEMBL12	DIAZEPAM	Small molecule	GABRA3	ENSG00000011677	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Agitation	HP_0000713	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA3	ENSG00000011677	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Anxiety	EFO_0005230	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA3	ENSG00000011677	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Anxiety Disorder	EFO_0006788	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA3	ENSG00000011677	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Cerebral Palsy	EFO_1000632	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA3	ENSG00000011677	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Epilepsy	EFO_0000474	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA3	ENSG00000011677	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Stiff-Person Syndrome	EFO_0007498	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Agitation	HP_0000713	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Anxiety	EFO_0005230	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Anxiety Disorder	EFO_0006788	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Cerebral Palsy	EFO_1000632	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Epilepsy	EFO_0000474	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Stiff-Person Syndrome	EFO_0007498	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRG2	ENSG00000113327	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Agitation	HP_0000713	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRG2	ENSG00000113327	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Anxiety	EFO_0005230	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
CHEMBL12	DIAZEPAM	Small molecule	GABRG2	ENSG00000113327	protein complex group	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor; anion channel positive allosteric modulator	Anxiety Disorder	EFO_0006788	1963						Alupram 10,Alupram 2,Alupram 5,Apozepam,Atensine,Dialar,Dialar fte,Diastat,Diastat acudial,Diazepam,Diazepam intensol,Dizac,E-Pam,Paxel,Q-pam,Relanium,Scriptopam,Serenack,Solis,Stesolid,Tensium,Tranimul,Valclair,Valium,Valrelease,Valtoco,Vivol
